date,pm25,o3,no2,so2,co,aqi
2019-10-04,0, 5, 5,0,0,0
2019-10-05,0, 8, 4,0,0,0
2019-10-06,0, 10, 3,0,0,0
2019-10-27,0, 5,0,0,0,0
2019-11-11,0, 18,0,0,0,0
2019-11-12,0, 6,0,0,0,0
2019-07-01,0, 10, 8,0,0,0
2019-07-02,0, 10, 6,0,0,0
2019-07-03,0, 6, 6,0,0,0
2019-07-04,0, 5, 10,0,0,0
2019-07-05,0, 7, 9,0,0,0
2019-07-06,0, 10, 10,0,0,0
2019-07-07,0, 10, 10,0,0,0
2019-07-08,0, 8, 11,0,0,0
2019-07-09,0, 16, 9,0,0,0
2019-07-10,0, 8, 9,0,0,0
2019-07-11,0, 4, 11,0,0,0
2019-07-12,0, 5, 10,0,0,0
2019-07-13,0, 5, 10,0,0,0
2019-07-14,0, 4, 7,0,0,0
2019-07-15,0, 5, 10,0,0,0
2019-07-16,0, 175, 12,0,0,0
2019-07-17,0, 70, 10,0,0,0
2019-07-18,0, 6, 10,0,0,0
2019-07-19,0, 7, 12,0,0,0
2019-07-20,0, 5, 10,0,0,0
2019-07-21,0, 4, 11,0,0,0
2019-07-22,0, 21, 12,0,0,0
2019-07-23,0, 7, 12,0,0,0
2019-07-24,0, 11, 10,0,0,0
2019-07-25,0, 7, 9,0,0,0
2019-07-28,0, 6, 10,0,0,0
2019-07-29,0, 6, 11,0,0,0
2019-07-30,0, 12, 10,0,0,0
2019-07-31,0, 13, 7,0,0,0
2019-08-01,0, 5, 8,0,0,0
2019-08-02,0, 6, 6,0,0,0
2019-08-03,0, 6, 3,0,0,0
2019-08-04,0, 7, 7,0,0,0
2019-08-10,0, 5, 7,0,0,0
2019-08-20,0, 9, 4,0,0,0
2019-09-23,0, 22, 6,0,0,0
2019-05-03,0, 5, 8,0,0,0
2019-05-04,0, 6, 8,0,0,0
2019-05-05,0, 28, 10,0,0,0
2019-05-06,0, 9, 9, 13,0,0
2019-05-07,0, 22, 6, 13,0,0
2019-05-08,0, 10, 6,0,0,0
2019-05-09,0, 2, 7,0,0,0
2019-05-10,0, 10, 9,0,0,0
2019-06-26,0, 7, 15,0,0,0
2019-06-27,0, 10, 12,0,0,0
2019-06-28,0, 20, 12,0,0,0
2019-06-29,0, 13, 7,0,0,0
2019-06-30,0, 9, 9,0,0,0
